SalesID,CustomerID,ProjectID,PropertyID,DateOfSale,SalePrice(INR),BrokerID,Status
SALE0317,CUST0317,PROJ002,002-D-129,2014-04-23,25983880,BRK007,Sold
SALE0318,CUST0318,PROJ004,004-A-104,2014-04-25,18169939,BRK013,Sold
SALE0319,CUST0319,PROJ002,002-B-103,2014-04-26,28794230,BRK014,Sold
SALE0320,CUST0320,PROJ002,002-A-108,2014-05-03,22941553,BRK008,Sold
SALE0321,CUST0321,PROJ003,003-D-114,2014-05-06,7505141,BRK007,Sold
SALE0322,CUST0322,PROJ003,003-C-143,2014-05-11,6602115,BRK010,Sold
SALE0323,CUST0323,PROJ004,004-B-113,2014-05-12,14854672,BRK012,Sold
SALE0324,CUST0324,PROJ003,003-A-115,2014-05-13,10121548,BRK008,Sold
SALE0325,CUST0325,PROJ002,002-D-101,2014-05-15,22352753,BRK011,Sold
SALE0326,CUST0326,PROJ002,002-B-125,2014-05-15,26747163,BRK008,Sold
SALE0327,CUST0327,PROJ003,003-A-103,2014-05-16,6780121,BRK009,Sold
SALE0328,CUST0328,PROJ003,003-A-122,2014-05-20,7092293,BRK004,Sold
SALE0329,CUST0329,PROJ003,003-C-124,2014-05-25,9503879,BRK014,Sold
SALE0330,CUST0330,PROJ003,003-B-113,2014-05-28,9068235,BRK001,Sold
SALE0331,CUST0331,PROJ003,003-D-110,2014-05-31,6467799,BRK001,Sold
SALE0332,CUST0332,PROJ003,003-B-130,2014-06-01,6995902,BRK005,Sold
SALE0333,CUST0333,PROJ003,003-C-123,2014-06-05,9481090,BRK012,Sold
SALE0334,CUST0334,PROJ004,004-C-104,2014-06-07,20570518,BRK015,Sold
SALE0335,CUST0335,PROJ003,003-B-135,2014-06-13,9331727,BRK005,Sold
SALE0336,CUST0336,PROJ004,004-C-107,2014-06-15,20288021,BRK014,Sold
SALE0337,CUST0337,PROJ003,003-C-119,2014-06-17,9898853,BRK003,Sold
SALE0338,CUST0338,PROJ004,004-A-108,2014-06-22,13797600,BRK015,Sold
SALE0339,CUST0339,PROJ003,003-D-137,2014-06-27,7113648,BRK006,Sold
SALE0340,CUST0340,PROJ004,004-D-143,2014-06-28,14999286,BRK005,Sold
SALE0341,CUST0341,PROJ004,004-C-135,2014-07-06,21135766,BRK005,Sold
SALE0342,CUST0342,PROJ004,004-A-123,2014-07-12,16506525,BRK005,Sold
SALE0343,CUST0343,PROJ004,004-D-128,2014-07-19,21143720,BRK011,Sold
SALE0344,CUST0344,PROJ002,002-B-104,2014-07-27,27183796,BRK008,Sold
SALE0345,CUST0345,PROJ004,004-B-114,2014-08-05,22491663,BRK011,Sold
SALE0346,CUST0346,PROJ003,003-C-136,2014-08-06,7949178,BRK002,Sold
SALE0347,CUST0347,PROJ003,003-D-125,2014-08-13,9467752,BRK012,Sold
SALE0348,CUST0348,PROJ003,003-C-127,2014-08-14,10806274,BRK003,Sold
SALE0349,CUST0349,PROJ002,002-D-105,2014-08-21,23050050,BRK007,Sold
SALE0350,CUST0350,PROJ003,003-C-107,2014-08-24,10208928,BRK013,Sold
SALE0351,CUST0351,PROJ003,003-D-135,2014-08-25,10130426,BRK006,Sold
SALE0352,CUST0352,PROJ003,003-A-130,2014-08-27,7138519,BRK006,Sold
SALE0353,CUST0353,PROJ003,003-D-146,2014-08-31,10723653,BRK014,Sold
SALE0354,CUST0354,PROJ002,002-C-106,2014-09-01,28446142,BRK009,Sold
SALE0355,CUST0355,PROJ004,004-D-120,2014-09-05,15596472,BRK003,Sold
SALE0356,CUST0356,PROJ003,003-C-145,2014-09-06,9867290,BRK014,Sold
SALE0357,CUST0357,PROJ003,003-B-145,2014-09-08,8340481,BRK015,Sold
SALE0358,CUST0358,PROJ002,002-A-128,2014-09-13,22968375,BRK006,Sold
SALE0359,CUST0359,PROJ004,004-B-101,2014-09-13,12170011,BRK001,Sold
SALE0360,CUST0360,PROJ003,003-C-105,2014-09-16,6714662,BRK009,Sold
SALE0361,CUST0361,PROJ003,003-A-124,2014-09-24,9651243,BRK002,Sold
SALE0362,CUST0362,PROJ003,003-B-119,2014-09-25,10725040,BRK014,Sold
SALE0363,CUST0363,PROJ002,002-C-110,2014-09-27,18174808,BRK012,Sold
SALE0364,CUST0364,PROJ003,003-A-131,2014-09-28,7009423,BRK005,Sold
SALE0365,CUST0365,PROJ002,002-B-118,2014-10-05,21917281,BRK006,Sold
SALE0366,CUST0366,PROJ002,002-D-127,2014-10-07,22161602,BRK002,Sold
SALE0367,CUST0367,PROJ003,003-D-144,2014-10-07,7948269,BRK012,Sold
SALE0368,CUST0368,PROJ004,004-B-125,2014-10-07,24704792,BRK011,Sold
SALE0369,CUST0369,PROJ003,003-A-117,2014-10-09,6299569,BRK005,Sold
SALE0370,CUST0370,PROJ003,003-C-147,2014-10-12,10572751,BRK007,Sold
SALE0371,CUST0371,PROJ002,002-B-111,2014-10-14,21141130,BRK012,Sold
SALE0372,CUST0372,PROJ003,003-C-108,2014-10-14,9296101,BRK012,Sold
SALE0373,CUST0373,PROJ002,002-C-123,2014-10-18,19558594,BRK002,Sold
SALE0374,CUST0374,PROJ002,002-B-108,2014-10-20,22396436,BRK005,Sold
SALE0375,CUST0375,PROJ002,002-B-110,2014-10-21,26076688,BRK012,Sold
SALE0376,CUST0376,PROJ003,003-D-101,2014-10-22,10194358,BRK015,Sold
SALE0377,CUST0377,PROJ003,003-A-132,2014-10-24,6022271,BRK006,Sold
SALE0378,CUST0378,PROJ003,003-B-146,2014-10-25,8103764,BRK006,Sold
SALE0379,CUST0379,PROJ002,002-C-107,2014-11-01,18466008,BRK009,Sold
SALE0380,CUST0380,PROJ002,002-B-117,2014-11-02,21224264,BRK006,Sold
SALE0381,CUST0381,PROJ003,003-A-129,2014-11-06,9503333,BRK003,Sold
SALE0382,CUST0382,PROJ003,003-C-150,2014-11-10,7978408,BRK009,Sold
SALE0383,CUST0383,PROJ004,004-C-131,2014-11-17,19989698,BRK001,Sold
SALE0384,CUST0384,PROJ004,004-D-140,2014-11-18,16918473,BRK008,Sold
SALE0385,CUST0385,PROJ003,003-A-144,2014-11-21,8011747,BRK005,Sold
SALE0386,CUST0386,PROJ003,003-B-120,2014-11-24,8368353,BRK010,Sold
SALE0387,CUST0387,PROJ004,004-B-112,2014-11-26,23446450,BRK012,Sold
SALE0388,CUST0388,PROJ003,003-A-111,2014-11-28,8791634,BRK004,Sold
SALE0389,CUST0389,PROJ003,003-D-121,2014-12-02,6894110,BRK003,Sold
SALE0390,CUST0390,PROJ004,004-D-108,2014-12-03,12478146,BRK011,Sold
SALE0391,CUST0391,PROJ003,003-B-108,2014-12-05,10795191,BRK012,Sold
SALE0392,CUST0392,PROJ003,003-A-119,2014-12-06,6359229,BRK002,Sold
SALE0393,CUST0393,PROJ003,003-A-112,2014-12-09,7159797,BRK011,Sold
SALE0394,CUST0394,PROJ004,004-D-127,2014-12-09,24984734,BRK012,Sold
SALE0395,CUST0395,PROJ003,003-D-118,2014-12-10,8542035,BRK014,Sold
SALE0396,CUST0396,PROJ004,004-C-118,2014-12-13,20079559,BRK013,Sold
SALE0397,CUST0397,PROJ004,004-C-120,2014-12-20,15720944,BRK009,Sold
SALE0398,CUST0398,PROJ003,003-C-130,2014-12-23,6656822,BRK007,Sold
SALE0399,CUST0399,PROJ004,004-C-115,2014-12-23,12467730,BRK009,Sold
SALE0400,CUST0400,PROJ004,004-C-119,2014-12-23,13902297,BRK014,Sold
SALE0401,CUST0401,PROJ004,004-D-117,2015-01-02,16098209,BRK012,Sold
SALE0402,CUST0402,PROJ004,004-B-106,2015-01-06,21013114,BRK014,Sold
SALE0403,CUST0403,PROJ003,003-D-116,2015-01-08,9635891,BRK004,Sold
SALE0404,CUST0404,PROJ003,003-D-106,2015-01-09,6149832,BRK009,Sold
SALE0405,CUST0405,PROJ004,004-D-109,2015-01-14,18480198,BRK014,Sold
SALE0406,CUST0406,PROJ004,004-D-118,2015-01-14,20628923,BRK002,Sold
SALE0407,CUST0407,PROJ003,003-A-150,2015-01-15,10801990,BRK013,Sold
SALE0408,CUST0408,PROJ003,003-C-137,2015-01-20,8091750,BRK013,Sold
SALE0409,CUST0409,PROJ003,003-D-117,2015-01-22,10652904,BRK007,Sold
SALE0410,CUST0410,PROJ004,004-A-139,2015-01-25,20422282,BRK010,Sold
SALE0411,CUST0411,PROJ004,004-B-142,2015-01-31,19312771,BRK009,Sold
SALE0412,CUST0412,PROJ003,003-D-149,2015-02-03,7986517,BRK009,Sold
SALE0413,CUST0413,PROJ004,004-B-117,2015-02-05,20067425,BRK010,Sold
SALE0414,CUST0414,PROJ003,003-C-141,2015-02-09,6086736,BRK015,Sold
SALE0415,CUST0415,PROJ003,003-A-118,2015-02-10,8700783,BRK005,Sold
SALE0416,CUST0416,PROJ003,003-A-107,2015-02-10,8621177,BRK009,Sold
SALE0417,CUST0417,PROJ004,004-D-114,2015-02-10,20825524,BRK006,Sold
SALE0418,CUST0418,PROJ003,003-C-109,2015-02-21,6930892,BRK010,Sold
SALE0419,CUST0419,PROJ004,004-D-123,2015-02-23,14575087,BRK005,Sold
SALE0420,CUST0420,PROJ003,003-D-105,2015-02-24,10176115,BRK013,Sold
SALE0421,CUST0421,PROJ003,003-B-126,2015-02-26,7915509,BRK002,Sold
SALE0422,CUST0422,PROJ003,003-A-137,2015-02-28,9515317,BRK003,Sold
SALE0423,CUST0423,PROJ004,004-A-102,2015-02-28,21810029,BRK001,Sold
SALE0424,CUST0424,PROJ003,003-C-113,2015-03-05,10925472,BRK006,Sold
SALE0425,CUST0425,PROJ003,003-B-114,2015-03-05,8271735,BRK008,Sold
SALE0426,CUST0426,PROJ003,003-C-111,2015-03-06,7701227,BRK015,Sold
SALE0427,CUST0427,PROJ004,004-A-121,2015-03-11,18434273,BRK006,Sold
SALE0428,CUST0428,PROJ003,003-D-148,2015-03-13,9623812,BRK004,Sold
SALE0429,CUST0429,PROJ004,004-B-102,2015-03-15,17284072,BRK003,Sold
SALE0430,CUST0430,PROJ003,003-A-113,2015-03-17,9134543,BRK003,Sold
SALE0431,CUST0431,PROJ004,004-B-145,2015-03-17,16040197,BRK014,Sold
SALE0432,CUST0432,PROJ003,003-A-147,2015-03-23,8433247,BRK008,Sold
SALE0433,CUST0433,PROJ003,003-D-140,2015-04-02,6713682,BRK002,Sold
SALE0434,CUST0434,PROJ003,003-B-111,2015-04-13,7646501,BRK003,Sold
SALE0435,CUST0435,PROJ004,004-B-143,2015-04-14,14370702,BRK008,Sold
SALE0436,CUST0436,PROJ004,004-A-103,2015-04-15,20223923,BRK002,Sold
SALE0437,CUST0437,PROJ004,004-A-112,2015-04-24,15066141,BRK005,Sold
SALE0438,CUST0438,PROJ004,004-B-138,2015-04-25,22704439,BRK007,Sold
SALE0439,CUST0439,PROJ004,004-B-115,2015-04-27,23489858,BRK003,Sold
SALE0440,CUST0440,PROJ004,004-D-138,2015-04-29,13720235,BRK014,Sold
SALE0441,CUST0441,PROJ003,003-B-136,2015-04-30,8762882,BRK014,Sold
SALE0442,CUST0442,PROJ004,004-C-138,2015-04-30,18839303,BRK015,Sold
SALE0443,CUST0443,PROJ004,004-B-110,2015-05-08,18146838,BRK010,Sold
SALE0444,CUST0444,PROJ004,004-D-126,2015-05-09,18728792,BRK015,Sold
SALE0445,CUST0445,PROJ004,004-A-137,2015-05-10,18823412,BRK005,Sold
SALE0446,CUST0446,PROJ004,004-C-112,2015-05-11,24145756,BRK011,Sold
SALE0447,CUST0447,PROJ004,004-A-138,2015-05-17,16681589,BRK014,Sold
SALE0448,CUST0448,PROJ004,004-D-139,2015-05-20,21190211,BRK002,Sold
SALE0449,CUST0449,PROJ003,003-B-141,2015-05-21,7302456,BRK011,Sold
SALE0450,CUST0450,PROJ003,003-B-132,2015-05-31,8706699,BRK006,Sold
SALE0451,CUST0451,PROJ003,003-D-123,2015-06-01,8095245,BRK011,Sold
SALE0452,CUST0452,PROJ004,004-D-116,2015-06-03,12817636,BRK012,Sold
SALE0453,CUST0453,PROJ004,004-C-124,2015-06-06,12923172,BRK006,Sold
SALE0454,CUST0454,PROJ004,004-A-126,2015-06-22,21192698,BRK008,Sold
SALE0455,CUST0455,PROJ003,003-B-137,2015-06-29,6718121,BRK014,Sold
SALE0456,CUST0456,PROJ003,003-D-126,2015-06-29,6165190,BRK015,Sold
SALE0457,CUST0457,PROJ003,003-C-128,2015-07-01,6294619,BRK007,Sold
SALE0458,CUST0458,PROJ003,003-A-104,2015-07-11,6132177,BRK013,Sold
SALE0459,CUST0459,PROJ003,003-C-102,2015-07-13,6052062,BRK010,Sold
SALE0460,CUST0460,PROJ004,004-D-135,2015-07-13,24112894,BRK013,Sold
SALE0461,CUST0461,PROJ003,003-C-122,2015-07-15,9955658,BRK014,Sold
SALE0462,CUST0462,PROJ004,004-D-130,2015-07-17,20596649,BRK004,Sold
SALE0463,CUST0463,PROJ004,004-D-112,2015-07-23,15981318,BRK009,Sold
SALE0464,CUST0464,PROJ004,004-B-121,2015-07-29,19074988,BRK004,Sold
SALE0465,CUST0465,PROJ003,003-B-142,2015-08-13,10631319,BRK012,Sold
SALE0466,CUST0466,PROJ003,003-A-123,2015-08-13,7863129,BRK002,Sold
SALE0467,CUST0467,PROJ004,004-D-141,2015-08-16,17794831,BRK014,Sold
SALE0468,CUST0468,PROJ004,004-A-106,2015-08-23,17321029,BRK013,Sold
SALE0469,CUST0469,PROJ003,003-B-122,2015-08-24,7578867,BRK010,Sold
SALE0470,CUST0470,PROJ004,004-C-143,2015-08-29,18452357,BRK009,Sold
SALE0471,CUST0471,PROJ004,004-C-102,2015-09-01,18285742,BRK009,Sold
SALE0472,CUST0472,PROJ004,004-B-122,2015-09-02,19696194,BRK013,Sold
SALE0473,CUST0473,PROJ003,003-C-142,2015-09-06,9059956,BRK005,Sold
SALE0474,CUST0474,PROJ004,004-B-134,2015-09-14,23591090,BRK003,Sold
SALE0475,CUST0475,PROJ003,003-D-129,2015-09-15,8846674,BRK010,Sold
SALE0476,CUST0476,PROJ003,003-C-106,2015-09-19,8886473,BRK004,Sold
SALE0477,CUST0477,PROJ004,004-C-144,2015-09-20,12787242,BRK010,Sold
SALE0478,CUST0478,PROJ004,004-D-104,2015-09-20,14179438,BRK002,Sold
SALE0479,CUST0479,PROJ003,003-B-106,2015-09-30,7619317,BRK015,Sold
SALE0480,CUST0480,PROJ004,004-A-125,2015-10-03,24874861,BRK014,Sold
SALE0481,CUST0481,PROJ003,003-D-124,2015-10-05,7441352,BRK013,Sold
SALE0482,CUST0482,PROJ004,004-D-133,2015-10-10,12156025,BRK015,Sold
SALE0483,CUST0483,PROJ003,003-B-143,2015-10-11,6770599,BRK011,Sold
SALE0484,CUST0484,PROJ004,004-B-123,2015-10-13,18954424,BRK003,Sold
SALE0485,CUST0485,PROJ003,003-B-131,2015-10-15,7860323,BRK014,Sold
SALE0486,CUST0486,PROJ003,003-D-128,2015-11-05,7445736,BRK008,Sold
SALE0487,CUST0487,PROJ004,004-A-111,2015-11-06,21403301,BRK015,Sold
SALE0488,CUST0488,PROJ003,003-B-115,2015-11-18,7843371,BRK002,Sold
SALE0489,CUST0489,PROJ004,004-C-105,2015-11-27,19157059,BRK014,Sold
SALE0490,CUST0490,PROJ004,004-A-107,2015-11-30,23695819,BRK011,Sold
SALE0491,CUST0491,PROJ003,003-C-139,2015-12-05,8909697,BRK011,Sold
SALE0492,CUST0492,PROJ004,004-B-103,2015-12-08,14564720,BRK009,Sold
SALE0493,CUST0493,PROJ004,004-D-101,2015-12-13,23834667,BRK004,Sold
SALE0494,CUST0494,PROJ003,003-A-149,2015-12-14,6041367,BRK014,Sold
SALE0495,CUST0495,PROJ003,003-A-128,2015-12-21,6975749,BRK006,Sold
SALE0496,CUST0496,PROJ004,004-C-134,2015-12-22,14488594,BRK005,Sold
SALE0497,CUST0497,PROJ004,004-D-115,2015-12-26,21631518,BRK005,Sold
SALE0498,CUST0498,PROJ004,004-D-102,2015-12-26,21934864,BRK004,Sold
SALE0499,CUST0499,PROJ004,004-B-109,2016-01-02,20293728,BRK002,Sold
SALE0500,CUST0500,PROJ004,004-B-128,2016-01-04,22464423,BRK013,Sold
SALE0501,CUST0501,PROJ003,003-A-101,2016-01-09,10111846,BRK008,Sold
SALE0502,CUST0502,PROJ004,004-C-116,2016-01-11,15079313,BRK009,Sold
SALE0503,CUST0503,PROJ005,005-A-125,2016-01-17,8572098,BRK001,Sold
SALE0504,CUST0504,PROJ004,004-C-137,2016-01-18,24274986,BRK012,Sold
SALE0505,CUST0505,PROJ004,004-B-136,2016-02-06,24176011,BRK002,Sold
SALE0506,CUST0506,PROJ003,003-D-102,2016-02-12,8283688,BRK001,Sold
SALE0507,CUST0507,PROJ005,005-C-121,2016-02-15,8371797,BRK015,Sold
SALE0508,CUST0508,PROJ003,003-A-143,2016-02-17,7056378,BRK009,Sold
SALE0509,CUST0509,PROJ003,003-C-148,2016-02-19,6872116,BRK002,Sold
SALE0510,CUST0510,PROJ005,005-B-132,2016-02-22,12195603,BRK005,Sold
SALE0511,CUST0511,PROJ005,005-B-116,2016-02-24,8977887,BRK001,Sold
SALE0512,CUST0512,PROJ004,004-D-134,2016-02-25,23438071,BRK008,Sold
SALE0513,CUST0513,PROJ004,004-C-136,2016-02-28,13802354,BRK005,Sold
SALE0514,CUST0514,PROJ004,004-B-141,2016-02-29,23266191,BRK003,Sold
SALE0515,CUST0515,PROJ005,005-D-121,2016-03-02,12273123,BRK012,Sold
SALE0516,CUST0516,PROJ004,004-B-104,2016-03-16,16725157,BRK007,Sold
SALE0517,CUST0517,PROJ004,004-C-132,2016-03-18,18008148,BRK011,Sold
SALE0518,CUST0518,PROJ004,004-A-114,2016-03-20,15196769,BRK007,Sold
SALE0519,CUST0519,PROJ004,004-D-122,2016-03-23,20985896,BRK002,Sold
SALE0520,CUST0520,PROJ004,004-A-142,2016-03-26,24154183,BRK011,Sold
SALE0521,CUST0521,PROJ004,004-C-108,2016-03-28,19947761,BRK009,Sold
SALE0522,CUST0522,PROJ004,004-D-136,2016-04-07,19144027,BRK003,Sold
SALE0523,CUST0523,PROJ004,004-D-142,2016-04-14,20008545,BRK011,Sold
SALE0524,CUST0524,PROJ005,005-A-140,2016-04-14,10248955,BRK012,Sold
SALE0525,CUST0525,PROJ004,004-A-124,2016-04-18,12315905,BRK010,Sold
SALE0526,CUST0526,PROJ004,004-C-117,2016-04-24,13592196,BRK011,Sold
SALE0527,CUST0527,PROJ005,005-B-127,2016-04-26,12671921,BRK001,Sold
SALE0528,CUST0528,PROJ005,005-C-120,2016-04-26,10155953,BRK002,Sold
SALE0529,CUST0529,PROJ004,004-B-105,2016-04-30,21297114,BRK009,Sold
SALE0530,CUST0530,PROJ005,005-D-119,2016-05-02,10028795,BRK005,Sold
SALE0531,CUST0531,PROJ004,004-C-129,2016-05-04,23287236,BRK015,Sold
SALE0532,CUST0532,PROJ005,005-B-126,2016-05-08,10931605,BRK007,Sold
SALE0533,CUST0533,PROJ005,005-D-125,2016-05-13,9920182,BRK004,Sold
SALE0534,CUST0534,PROJ005,005-B-139,2016-05-18,9124309,BRK011,Sold
SALE0535,CUST0535,PROJ004,004-B-119,2016-05-19,22957134,BRK007,Sold
SALE0536,CUST0536,PROJ005,005-A-132,2016-05-19,13671494,BRK006,Sold
SALE0537,CUST0537,PROJ004,004-A-113,2016-06-01,12112505,BRK015,Sold
SALE0538,CUST0538,PROJ005,005-A-104,2016-06-03,13924794,BRK012,Sold
SALE0539,CUST0539,PROJ004,004-C-106,2016-06-09,15339177,BRK005,Sold
SALE0540,CUST0540,PROJ005,005-B-121,2016-06-09,11824594,BRK004,Sold
SALE0541,CUST0541,PROJ005,005-D-105,2016-06-12,8443750,BRK013,Sold
SALE0542,CUST0542,PROJ004,004-A-127,2016-06-13,18382390,BRK008,Sold
SALE0543,CUST0543,PROJ005,005-D-132,2016-06-16,12360667,BRK015,Sold
SALE0544,CUST0544,PROJ004,004-D-145,2016-06-23,13778297,BRK011,Sold
SALE0545,CUST0545,PROJ004,004-D-107,2016-06-24,22413406,BRK009,Sold
SALE0546,CUST0546,PROJ004,004-A-131,2016-06-27,24067692,BRK002,Sold
SALE0547,CUST0547,PROJ004,004-C-103,2016-07-01,12562513,BRK002,Sold
SALE0548,CUST0548,PROJ004,004-D-119,2016-07-02,13753438,BRK015,Sold
SALE0549,CUST0549,PROJ004,004-B-127,2016-07-03,14457200,BRK013,Sold
SALE0550,CUST0550,PROJ005,005-C-137,2016-07-05,13292475,BRK011,Sold
SALE0551,CUST0551,PROJ005,005-D-140,2016-07-12,11757025,BRK001,Sold
SALE0552,CUST0552,PROJ005,005-A-130,2016-07-14,12081323,BRK001,Sold
SALE0553,CUST0553,PROJ005,005-D-134,2016-07-15,11082896,BRK010,Sold
SALE0554,CUST0554,PROJ004,004-A-118,2016-07-16,23372417,BRK012,Sold
SALE0555,CUST0555,PROJ005,005-D-106,2016-07-20,11896263,BRK011,Sold
SALE0556,CUST0556,PROJ004,004-A-119,2016-07-27,14393449,BRK006,Sold
SALE0557,CUST0557,PROJ005,005-A-133,2016-07-28,12146123,BRK004,Sold
SALE0558,CUST0558,PROJ004,004-A-132,2016-08-03,22859727,BRK003,Sold
SALE0559,CUST0559,PROJ004,004-C-109,2016-08-08,18335474,BRK011,Sold
SALE0560,CUST0560,PROJ004,004-A-117,2016-08-09,14311959,BRK003,Sold
SALE0561,CUST0561,PROJ004,004-C-126,2016-08-12,12749196,BRK014,Sold
SALE0562,CUST0562,PROJ005,005-C-131,2016-08-16,13099879,BRK011,Sold
SALE0563,CUST0563,PROJ004,004-B-137,2016-08-29,19026889,BRK001,Sold
SALE0564,CUST0564,PROJ004,004-C-139,2016-08-31,24581486,BRK006,Sold
SALE0565,CUST0565,PROJ004,004-D-137,2016-09-06,22942251,BRK009,Sold
SALE0566,CUST0566,PROJ005,005-B-123,2016-09-08,8855119,BRK011,Sold
SALE0567,CUST0567,PROJ004,004-C-110,2016-09-10,15141986,BRK004,Sold
SALE0568,CUST0568,PROJ005,005-A-107,2016-09-10,14701321,BRK005,Sold
SALE0569,CUST0569,PROJ005,005-B-105,2016-09-12,10902132,BRK010,Sold
SALE0570,CUST0570,PROJ005,005-B-109,2016-09-12,13575874,BRK002,Sold
SALE0571,CUST0571,PROJ005,005-D-101,2016-09-14,9614515,BRK012,Sold
SALE0572,CUST0572,PROJ004,004-B-111,2016-09-26,19922860,BRK006,Sold
SALE0573,CUST0573,PROJ004,004-B-130,2016-09-26,13489566,BRK012,Sold
SALE0574,CUST0574,PROJ004,004-A-105,2016-10-02,17857548,BRK013,Sold
SALE0575,CUST0575,PROJ004,004-C-122,2016-10-09,13478393,BRK011,Sold
SALE0576,CUST0576,PROJ005,005-A-101,2016-10-12,13735292,BRK008,Sold
SALE0577,CUST0577,PROJ004,004-A-143,2016-10-20,15269071,BRK008,Sold
SALE0578,CUST0578,PROJ005,005-C-109,2016-10-20,9621756,BRK008,Sold
SALE0579,CUST0579,PROJ005,005-C-125,2016-10-23,14308720,BRK004,Sold
SALE0580,CUST0580,PROJ004,004-D-129,2016-10-30,15947063,BRK007,Sold
SALE0581,CUST0581,PROJ004,004-C-141,2016-11-07,20807758,BRK009,Sold
SALE0582,CUST0582,PROJ005,005-C-116,2016-11-09,9300233,BRK012,Sold
SALE0583,CUST0583,PROJ005,005-D-130,2016-11-14,12206410,BRK015,Sold
SALE0584,CUST0584,PROJ005,005-C-103,2016-11-14,13715249,BRK011,Sold
SALE0585,CUST0585,PROJ004,004-A-109,2016-11-16,18954510,BRK012,Sold
SALE0586,CUST0586,PROJ004,004-D-121,2016-11-21,18544966,BRK014,Sold
SALE0587,CUST0587,PROJ004,004-B-144,2016-11-23,15282931,BRK002,Sold
SALE0588,CUST0588,PROJ005,005-C-123,2016-11-23,11848656,BRK013,Sold
SALE0589,CUST0589,PROJ004,004-B-139,2016-11-29,22100026,BRK007,Sold
SALE0590,CUST0590,PROJ004,004-A-128,2016-12-03,20364716,BRK011,Sold
SALE0591,CUST0591,PROJ005,005-C-127,2016-12-05,8543866,BRK001,Sold
SALE0592,CUST0592,PROJ005,005-C-102,2016-12-12,14752234,BRK011,Sold
SALE0593,CUST0593,PROJ005,005-C-115,2016-12-13,9306173,BRK004,Sold
SALE0594,CUST0594,PROJ004,004-B-131,2016-12-14,18301944,BRK009,Sold
SALE0595,CUST0595,PROJ005,005-B-120,2016-12-17,9010248,BRK010,Sold
SALE0596,CUST0596,PROJ005,005-A-119,2016-12-20,12123090,BRK011,Sold
SALE0597,CUST0597,PROJ005,005-A-121,2016-12-20,13556144,BRK001,Sold
SALE0598,CUST0598,PROJ005,005-D-117,2016-12-23,11321124,BRK015,Sold
SALE0599,CUST0599,PROJ004,004-B-133,2016-12-24,18628861,BRK008,Sold
SALE0600,CUST0600,PROJ005,005-D-115,2016-12-25,8105777,BRK005,Sold
SALE0601,CUST0601,PROJ005,005-C-119,2017-01-04,13035346,BRK002,Sold
SALE0602,CUST0602,PROJ005,005-B-115,2017-01-08,12122553,BRK001,Sold
SALE0603,CUST0603,PROJ005,005-A-115,2017-01-13,12835684,BRK014,Sold
SALE0604,CUST0604,PROJ005,005-B-119,2017-01-18,13073237,BRK012,Sold
SALE0605,CUST0605,PROJ004,004-A-145,2017-01-19,16126012,BRK002,Sold
SALE0606,CUST0606,PROJ005,005-C-124,2017-01-25,9915187,BRK003,Sold
SALE0607,CUST0607,PROJ005,005-A-116,2017-01-29,12185377,BRK015,Sold
SALE0608,CUST0608,PROJ005,005-C-110,2017-01-30,13736771,BRK011,Sold
SALE0609,CUST0609,PROJ005,005-C-136,2017-01-31,13629946,BRK005,Sold
SALE0610,CUST0610,PROJ004,004-B-120,2017-02-01,19210503,BRK008,Sold
SALE0611,CUST0611,PROJ004,004-D-132,2017-02-02,15206320,BRK006,Sold
SALE0612,CUST0612,PROJ004,004-D-125,2017-02-06,20072496,BRK006,Sold
SALE0613,CUST0613,PROJ005,005-D-112,2017-02-09,11277472,BRK005,Sold
SALE0614,CUST0614,PROJ004,004-D-106,2017-02-10,18731639,BRK006,Sold
SALE0615,CUST0615,PROJ005,005-A-126,2017-02-14,11608881,BRK007,Sold
SALE0616,CUST0616,PROJ004,004-D-103,2017-02-17,20527520,BRK013,Sold
SALE0617,CUST0617,PROJ005,005-D-131,2017-02-24,11001003,BRK010,Sold
SALE0618,CUST0618,PROJ004,004-C-128,2017-02-25,24876965,BRK014,Sold
SALE0619,CUST0619,PROJ004,004-B-107,2017-03-11,16057147,BRK004,Sold
SALE0620,CUST0620,PROJ004,004-C-101,2017-03-13,20022488,BRK005,Sold
SALE0621,CUST0621,PROJ005,005-B-137,2017-03-15,13428640,BRK014,Sold
SALE0622,CUST0622,PROJ005,005-A-134,2017-03-19,10554969,BRK011,Sold
SALE0623,CUST0623,PROJ004,004-B-132,2017-04-01,18689048,BRK001,Sold
SALE0624,CUST0624,PROJ004,004-A-141,2017-04-07,22764892,BRK009,Sold
SALE0625,CUST0625,PROJ005,005-B-128,2017-04-18,13942181,BRK009,Sold
SALE0626,CUST0626,PROJ004,004-A-140,2017-04-23,15128818,BRK009,Sold
SALE0627,CUST0627,PROJ004,004-C-123,2017-04-26,22301929,BRK011,Sold
SALE0628,CUST0628,PROJ005,005-C-104,2017-04-27,9558851,BRK002,Sold
SALE0629,CUST0629,PROJ004,004-B-118,2017-04-29,21158976,BRK004,Sold
SALE0630,CUST0630,PROJ004,004-C-145,2017-05-03,22295309,BRK007,Sold
SALE0631,CUST0631,PROJ004,004-A-110,2017-05-10,21186240,BRK004,Sold
SALE0632,CUST0632,PROJ005,005-A-135,2017-05-11,9627677,BRK010,Sold
SALE0633,CUST0633,PROJ005,005-B-113,2017-05-17,12649397,BRK004,Sold
