SalesID,CustomerID,ProjectID,PropertyID,DateOfSale,SalePrice(INR),BrokerID,Status
SALE0317,CUST0317,PROJ003,003-B-111,2014-04-27,9602052,BRK001,Sold
SALE0318,CUST0318,PROJ004,004-A-142,2014-04-28,14834738,BRK005,Sold
SALE0319,CUST0319,PROJ004,004-A-103,2014-05-02,16317202,BRK003,Sold
SALE0320,CUST0320,PROJ003,003-C-133,2014-05-03,7654373,BRK001,Sold
SALE0321,CUST0321,PROJ004,004-A-136,2014-05-05,20796869,BRK015,Sold
SALE0322,CUST0322,PROJ002,002-D-114,2014-05-06,28121983,BRK015,Sold
SALE0323,CUST0323,PROJ002,002-A-126,2014-05-09,19863461,BRK008,Sold
SALE0324,CUST0324,PROJ002,002-D-102,2014-05-10,23469175,BRK014,Sold
SALE0325,CUST0325,PROJ003,003-D-113,2014-05-10,10595805,BRK014,Sold
SALE0326,CUST0326,PROJ002,002-C-118,2014-05-13,15246300,BRK010,Sold
SALE0327,CUST0327,PROJ004,004-D-109,2014-05-14,18555420,BRK012,Sold
SALE0328,CUST0328,PROJ003,003-D-122,2014-05-16,6821326,BRK005,Sold
SALE0329,CUST0329,PROJ003,003-C-125,2014-05-17,6903992,BRK010,Sold
SALE0330,CUST0330,PROJ003,003-B-116,2014-05-18,6956895,BRK014,Sold
SALE0331,CUST0331,PROJ002,002-A-109,2014-05-21,27222224,BRK010,Sold
SALE0332,CUST0332,PROJ003,003-A-121,2014-05-26,10427612,BRK001,Sold
SALE0333,CUST0333,PROJ004,004-A-140,2014-05-27,16787664,BRK013,Sold
SALE0334,CUST0334,PROJ002,002-D-110,2014-05-28,20360271,BRK001,Sold
SALE0335,CUST0335,PROJ002,002-A-103,2014-05-30,20375397,BRK002,Sold
SALE0336,CUST0336,PROJ002,002-C-110,2014-06-01,25232261,BRK011,Sold
SALE0337,CUST0337,PROJ003,003-A-133,2014-06-01,7592962,BRK008,Sold
SALE0338,CUST0338,PROJ004,004-C-125,2014-06-01,20317758,BRK007,Sold
SALE0339,CUST0339,PROJ003,003-B-139,2014-06-04,7614442,BRK002,Sold
SALE0340,CUST0340,PROJ003,003-D-118,2014-06-05,6497369,BRK004,Sold
SALE0341,CUST0341,PROJ002,002-D-123,2014-06-07,17792522,BRK010,Sold
SALE0342,CUST0342,PROJ004,004-C-107,2014-06-10,17976658,BRK003,Sold
SALE0343,CUST0343,PROJ004,004-A-135,2014-06-12,17779593,BRK015,Sold
SALE0344,CUST0344,PROJ004,004-C-113,2014-06-14,19059633,BRK002,Sold
SALE0345,CUST0345,PROJ002,002-B-115,2014-06-18,22708288,BRK012,Sold
SALE0346,CUST0346,PROJ004,004-A-145,2014-06-19,24636225,BRK013,Sold
SALE0347,CUST0347,PROJ002,002-A-113,2014-06-21,21879081,BRK009,Sold
SALE0348,CUST0348,PROJ002,002-D-105,2014-06-28,26377959,BRK002,Sold
SALE0349,CUST0349,PROJ003,003-A-150,2014-07-03,7404298,BRK011,Sold
SALE0350,CUST0350,PROJ003,003-B-106,2014-07-07,7229965,BRK013,Sold
SALE0351,CUST0351,PROJ004,004-A-110,2014-07-07,17601931,BRK002,Sold
SALE0352,CUST0352,PROJ003,003-C-130,2014-07-08,8030799,BRK011,Sold
SALE0353,CUST0353,PROJ004,004-D-126,2014-07-10,19898774,BRK001,Sold
SALE0354,CUST0354,PROJ002,002-D-113,2014-07-13,18367897,BRK015,Sold
SALE0355,CUST0355,PROJ003,003-B-120,2014-07-15,7257480,BRK006,Sold
SALE0356,CUST0356,PROJ003,003-D-105,2014-07-16,8071655,BRK006,Sold
SALE0357,CUST0357,PROJ004,004-A-125,2014-07-16,15982197,BRK009,Sold
SALE0358,CUST0358,PROJ004,004-C-108,2014-07-17,14782835,BRK011,Sold
SALE0359,CUST0359,PROJ002,002-C-117,2014-07-18,26370930,BRK001,Sold
SALE0360,CUST0360,PROJ003,003-B-145,2014-07-19,9731677,BRK014,Sold
SALE0361,CUST0361,PROJ004,004-D-131,2014-07-19,19757127,BRK015,Sold
SALE0362,CUST0362,PROJ003,003-B-131,2014-07-20,8452745,BRK007,Sold
SALE0363,CUST0363,PROJ004,004-D-115,2014-07-22,22110001,BRK001,Sold
SALE0364,CUST0364,PROJ004,004-A-115,2014-07-28,24823814,BRK005,Sold
SALE0365,CUST0365,PROJ004,004-C-140,2014-07-30,13619187,BRK002,Sold
SALE0366,CUST0366,PROJ004,004-B-135,2014-08-01,16216221,BRK007,Sold
SALE0367,CUST0367,PROJ004,004-B-143,2014-08-02,22328030,BRK011,Sold
SALE0368,CUST0368,PROJ003,003-B-117,2014-08-09,8229612,BRK006,Sold
SALE0369,CUST0369,PROJ002,002-B-121,2014-08-10,25757614,BRK001,Sold
SALE0370,CUST0370,PROJ003,003-D-144,2014-08-12,7052194,BRK013,Sold
SALE0371,CUST0371,PROJ004,004-B-121,2014-08-13,17416215,BRK013,Sold
SALE0372,CUST0372,PROJ004,004-B-129,2014-08-14,17490488,BRK002,Sold
SALE0373,CUST0373,PROJ003,003-C-108,2014-08-27,8378683,BRK007,Sold
SALE0374,CUST0374,PROJ003,003-A-108,2014-08-28,10357557,BRK010,Sold
SALE0375,CUST0375,PROJ003,003-B-133,2014-08-31,8506012,BRK009,Sold
SALE0376,CUST0376,PROJ004,004-B-125,2014-09-02,16260504,BRK012,Sold
SALE0377,CUST0377,PROJ004,004-C-118,2014-09-03,24706774,BRK013,Sold
SALE0378,CUST0378,PROJ004,004-C-136,2014-09-05,22625069,BRK009,Sold
SALE0379,CUST0379,PROJ002,002-A-116,2014-09-07,17741910,BRK002,Sold
SALE0380,CUST0380,PROJ003,003-A-102,2014-09-17,10424042,BRK012,Sold
SALE0381,CUST0381,PROJ002,002-C-127,2014-09-18,17303773,BRK003,Sold
SALE0382,CUST0382,PROJ004,004-D-120,2014-09-18,18394592,BRK006,Sold
SALE0383,CUST0383,PROJ004,004-B-115,2014-09-18,22311802,BRK007,Sold
SALE0384,CUST0384,PROJ004,004-B-113,2014-09-21,18809754,BRK004,Sold
SALE0385,CUST0385,PROJ002,002-D-128,2014-09-28,28735537,BRK015,Sold
SALE0386,CUST0386,PROJ004,004-D-145,2014-09-30,17209191,BRK015,Sold
SALE0387,CUST0387,PROJ003,003-A-119,2014-10-02,9731650,BRK006,Sold
SALE0388,CUST0388,PROJ004,004-C-104,2014-10-03,15807063,BRK002,Sold
SALE0389,CUST0389,PROJ003,003-A-129,2014-10-11,6842748,BRK014,Sold
SALE0390,CUST0390,PROJ002,002-D-129,2014-10-13,25365496,BRK004,Sold
SALE0391,CUST0391,PROJ004,004-B-102,2014-10-15,24790275,BRK010,Sold
SALE0392,CUST0392,PROJ004,004-A-120,2014-10-30,19099856,BRK002,Sold
SALE0393,CUST0393,PROJ004,004-D-107,2014-11-01,12422707,BRK010,Sold
SALE0394,CUST0394,PROJ003,003-D-116,2014-11-04,7158061,BRK007,Sold
SALE0395,CUST0395,PROJ004,004-B-101,2014-11-09,22648058,BRK008,Sold
SALE0396,CUST0396,PROJ004,004-C-138,2014-11-09,23478386,BRK011,Sold
SALE0397,CUST0397,PROJ003,003-A-111,2014-11-10,9431005,BRK008,Sold
SALE0398,CUST0398,PROJ002,002-C-121,2014-11-11,25715842,BRK002,Sold
SALE0399,CUST0399,PROJ003,003-B-127,2014-11-18,10667300,BRK012,Sold
SALE0400,CUST0400,PROJ003,003-B-107,2014-11-23,8927803,BRK012,Sold
SALE0401,CUST0401,PROJ003,003-C-132,2014-11-26,6034571,BRK014,Sold
SALE0402,CUST0402,PROJ004,004-B-127,2014-11-28,17214858,BRK010,Sold
SALE0403,CUST0403,PROJ003,003-A-147,2014-12-01,9972997,BRK006,Sold
SALE0404,CUST0404,PROJ004,004-A-105,2014-12-03,20887648,BRK006,Sold
SALE0405,CUST0405,PROJ004,004-A-127,2014-12-04,13240977,BRK011,Sold
SALE0406,CUST0406,PROJ003,003-D-128,2014-12-08,9417251,BRK011,Sold
SALE0407,CUST0407,PROJ003,003-B-150,2014-12-12,10523322,BRK004,Sold
SALE0408,CUST0408,PROJ003,003-D-127,2014-12-13,8012354,BRK008,Sold
SALE0409,CUST0409,PROJ004,004-B-104,2014-12-14,15286961,BRK010,Sold
SALE0410,CUST0410,PROJ003,003-D-140,2014-12-15,9980743,BRK009,Sold
SALE0411,CUST0411,PROJ003,003-D-108,2014-12-16,6265768,BRK007,Sold
SALE0412,CUST0412,PROJ003,003-D-149,2014-12-20,6446432,BRK015,Sold
SALE0413,CUST0413,PROJ004,004-B-107,2014-12-23,20560266,BRK006,Sold
SALE0414,CUST0414,PROJ004,004-B-112,2014-12-24,13440114,BRK002,Sold
SALE0415,CUST0415,PROJ003,003-C-124,2014-12-26,10562221,BRK009,Sold
SALE0416,CUST0416,PROJ003,003-C-115,2014-12-26,6295291,BRK007,Sold
SALE0417,CUST0417,PROJ003,003-D-137,2014-12-27,6431623,BRK008,Sold
SALE0418,CUST0418,PROJ003,003-C-103,2014-12-27,7131421,BRK009,Sold
SALE0419,CUST0419,PROJ003,003-A-120,2014-12-28,10416822,BRK012,Sold
SALE0420,CUST0420,PROJ004,004-A-102,2014-12-31,24780585,BRK007,Sold
SALE0421,CUST0421,PROJ003,003-C-117,2015-01-06,7362698,BRK007,Sold
SALE0422,CUST0422,PROJ003,003-A-114,2015-01-07,8169720,BRK012,Sold
SALE0423,CUST0423,PROJ003,003-C-116,2015-01-07,7192391,BRK014,Sold
SALE0424,CUST0424,PROJ003,003-D-103,2015-01-11,6603318,BRK015,Sold
SALE0425,CUST0425,PROJ004,004-B-130,2015-01-13,24243254,BRK013,Sold
SALE0426,CUST0426,PROJ004,004-B-139,2015-01-14,20473387,BRK003,Sold
SALE0427,CUST0427,PROJ004,004-D-106,2015-01-19,16189308,BRK005,Sold
SALE0428,CUST0428,PROJ004,004-B-137,2015-01-24,21978613,BRK003,Sold
SALE0429,CUST0429,PROJ003,003-B-125,2015-02-05,6277815,BRK015,Sold
SALE0430,CUST0430,PROJ003,003-C-106,2015-02-09,9867193,BRK008,Sold
SALE0431,CUST0431,PROJ003,003-B-114,2015-02-10,9831924,BRK010,Sold
SALE0432,CUST0432,PROJ004,004-B-138,2015-02-11,12415632,BRK007,Sold
SALE0433,CUST0433,PROJ003,003-A-109,2015-02-16,10273247,BRK010,Sold
SALE0434,CUST0434,PROJ004,004-C-129,2015-02-16,19754904,BRK012,Sold
SALE0435,CUST0435,PROJ003,003-D-131,2015-02-17,10154418,BRK004,Sold
SALE0436,CUST0436,PROJ003,003-D-112,2015-02-17,9580839,BRK011,Sold
SALE0437,CUST0437,PROJ003,003-D-146,2015-02-17,8791722,BRK014,Sold
SALE0438,CUST0438,PROJ003,003-A-132,2015-02-20,9488584,BRK003,Sold
SALE0439,CUST0439,PROJ003,003-A-142,2015-02-24,6635340,BRK013,Sold
SALE0440,CUST0440,PROJ003,003-C-120,2015-03-01,8247580,BRK012,Sold
SALE0441,CUST0441,PROJ004,004-D-144,2015-03-02,14907338,BRK010,Sold
SALE0442,CUST0442,PROJ004,004-D-112,2015-03-11,20862640,BRK007,Sold
SALE0443,CUST0443,PROJ004,004-A-134,2015-03-12,22786794,BRK014,Sold
SALE0444,CUST0444,PROJ003,003-C-121,2015-03-15,7276923,BRK006,Sold
SALE0445,CUST0445,PROJ004,004-A-119,2015-03-16,12366505,BRK006,Sold
SALE0446,CUST0446,PROJ004,004-D-139,2015-03-25,12996473,BRK005,Sold
SALE0447,CUST0447,PROJ003,003-A-116,2015-03-28,9496135,BRK002,Sold
SALE0448,CUST0448,PROJ004,004-C-131,2015-04-08,21711752,BRK012,Sold
SALE0449,CUST0449,PROJ003,003-D-101,2015-04-13,9273704,BRK014,Sold
SALE0450,CUST0450,PROJ004,004-D-114,2015-04-15,14205996,BRK015,Sold
SALE0451,CUST0451,PROJ003,003-B-124,2015-04-20,6287742,BRK010,Sold
SALE0452,CUST0452,PROJ003,003-B-110,2015-04-21,8868320,BRK006,Sold
SALE0453,CUST0453,PROJ003,003-B-137,2015-04-23,10214065,BRK004,Sold
SALE0454,CUST0454,PROJ003,003-A-123,2015-04-26,10065914,BRK004,Sold
SALE0455,CUST0455,PROJ003,003-C-138,2015-05-01,7433018,BRK013,Sold
SALE0456,CUST0456,PROJ004,004-A-126,2015-05-06,13755971,BRK013,Sold
SALE0457,CUST0457,PROJ003,003-A-148,2015-05-09,7793298,BRK015,Sold
SALE0458,CUST0458,PROJ003,003-C-101,2015-05-10,8387456,BRK013,Sold
SALE0459,CUST0459,PROJ004,004-C-144,2015-05-20,22503907,BRK013,Sold
SALE0460,CUST0460,PROJ003,003-A-128,2015-05-23,10342416,BRK010,Sold
SALE0461,CUST0461,PROJ003,003-D-134,2015-05-24,7066926,BRK014,Sold
SALE0462,CUST0462,PROJ004,004-C-127,2015-05-28,21580653,BRK005,Sold
SALE0463,CUST0463,PROJ004,004-C-112,2015-06-08,23578393,BRK004,Sold
SALE0464,CUST0464,PROJ004,004-D-119,2015-06-14,13676474,BRK012,Sold
SALE0465,CUST0465,PROJ003,003-D-115,2015-06-15,9428702,BRK013,Sold
SALE0466,CUST0466,PROJ004,004-A-121,2015-06-15,22277189,BRK003,Sold
SALE0467,CUST0467,PROJ003,003-A-113,2015-06-19,8379886,BRK002,Sold
SALE0468,CUST0468,PROJ004,004-C-128,2015-06-28,13752815,BRK001,Sold
SALE0469,CUST0469,PROJ004,004-B-106,2015-07-03,18144739,BRK014,Sold
SALE0470,CUST0470,PROJ003,003-B-141,2015-07-07,9523367,BRK013,Sold
SALE0471,CUST0471,PROJ004,004-A-131,2015-07-08,24989473,BRK008,Sold
SALE0472,CUST0472,PROJ004,004-A-112,2015-07-10,18817602,BRK012,Sold
SALE0473,CUST0473,PROJ004,004-C-122,2015-07-12,13651692,BRK011,Sold
SALE0474,CUST0474,PROJ004,004-B-132,2015-07-12,19306432,BRK007,Sold
SALE0475,CUST0475,PROJ004,004-B-118,2015-07-21,24943883,BRK002,Sold
SALE0476,CUST0476,PROJ004,004-B-128,2015-07-27,18885231,BRK001,Sold
SALE0477,CUST0477,PROJ003,003-B-148,2015-08-13,10937201,BRK007,Sold
SALE0478,CUST0478,PROJ003,003-B-143,2015-08-17,7928906,BRK006,Sold
SALE0479,CUST0479,PROJ004,004-D-111,2015-08-22,22980618,BRK010,Sold
SALE0480,CUST0480,PROJ003,003-C-107,2015-08-24,7056214,BRK014,Sold
SALE0481,CUST0481,PROJ004,004-C-110,2015-08-24,19558364,BRK007,Sold
SALE0482,CUST0482,PROJ004,004-C-119,2015-08-25,19495659,BRK006,Sold
SALE0483,CUST0483,PROJ003,003-D-114,2015-08-27,7390450,BRK005,Sold
SALE0484,CUST0484,PROJ003,003-D-136,2015-08-29,10263952,BRK010,Sold
SALE0485,CUST0485,PROJ003,003-C-139,2015-09-02,9003476,BRK005,Sold
SALE0486,CUST0486,PROJ003,003-C-110,2015-09-03,9626406,BRK005,Sold
SALE0487,CUST0487,PROJ004,004-D-137,2015-09-08,17302327,BRK014,Sold
SALE0488,CUST0488,PROJ004,004-D-102,2015-09-09,23616787,BRK010,Sold
SALE0489,CUST0489,PROJ003,003-B-121,2015-09-11,10899286,BRK002,Sold
SALE0490,CUST0490,PROJ004,004-C-142,2015-09-11,15599462,BRK015,Sold
SALE0491,CUST0491,PROJ003,003-D-132,2015-09-13,9962519,BRK009,Sold
SALE0492,CUST0492,PROJ004,004-C-133,2015-09-13,19967882,BRK003,Sold
SALE0493,CUST0493,PROJ004,004-C-130,2015-10-17,20905750,BRK012,Sold
SALE0494,CUST0494,PROJ004,004-D-108,2015-10-19,23574522,BRK003,Sold
SALE0495,CUST0495,PROJ003,003-B-123,2015-10-26,8969294,BRK012,Sold
SALE0496,CUST0496,PROJ004,004-A-109,2015-10-26,15234516,BRK001,Sold
SALE0497,CUST0497,PROJ004,004-B-109,2015-10-28,12729235,BRK011,Sold
SALE0498,CUST0498,PROJ004,004-A-137,2015-11-07,14373436,BRK004,Sold
SALE0499,CUST0499,PROJ003,003-A-126,2015-11-14,8884632,BRK001,Sold
SALE0500,CUST0500,PROJ003,003-B-135,2015-11-16,9604361,BRK010,Sold
SALE0501,CUST0501,PROJ003,003-D-138,2015-11-24,9362152,BRK008,Sold
SALE0502,CUST0502,PROJ004,004-A-130,2015-11-26,14887875,BRK001,Sold
SALE0503,CUST0503,PROJ004,004-D-133,2015-12-03,17978015,BRK002,Sold
SALE0504,CUST0504,PROJ004,004-D-125,2015-12-05,23624589,BRK003,Sold
SALE0505,CUST0505,PROJ004,004-C-116,2015-12-09,15167590,BRK007,Sold
SALE0506,CUST0506,PROJ005,005-D-112,2015-12-13,9914861,BRK014,Sold
SALE0507,CUST0507,PROJ004,004-D-143,2015-12-15,21749026,BRK005,Sold
SALE0508,CUST0508,PROJ005,005-A-124,2015-12-16,10355696,BRK011,Sold
SALE0509,CUST0509,PROJ004,004-A-114,2015-12-20,19287673,BRK003,Sold
SALE0510,CUST0510,PROJ003,003-B-149,2015-12-21,7908596,BRK004,Sold
SALE0511,CUST0511,PROJ003,003-A-107,2015-12-24,6213130,BRK003,Sold
SALE0512,CUST0512,PROJ005,005-A-101,2015-12-27,9755231,BRK001,Sold
SALE0513,CUST0513,PROJ004,004-C-103,2015-12-28,24133784,BRK002,Sold
SALE0514,CUST0514,PROJ004,004-D-122,2016-01-05,13797416,BRK008,Sold
SALE0515,CUST0515,PROJ005,005-C-128,2016-01-09,12867039,BRK013,Sold
SALE0516,CUST0516,PROJ005,005-D-106,2016-01-12,13831308,BRK014,Sold
SALE0517,CUST0517,PROJ004,004-D-130,2016-01-14,22073493,BRK008,Sold
SALE0518,CUST0518,PROJ005,005-A-128,2016-01-14,13346010,BRK004,Sold
SALE0519,CUST0519,PROJ005,005-A-120,2016-01-20,8652168,BRK002,Sold
SALE0520,CUST0520,PROJ005,005-B-136,2016-01-22,11432164,BRK006,Sold
SALE0521,CUST0521,PROJ003,003-A-117,2016-01-24,7747966,BRK005,Sold
SALE0522,CUST0522,PROJ004,004-A-106,2016-01-25,21587907,BRK014,Sold
SALE0523,CUST0523,PROJ005,005-A-107,2016-01-26,8044515,BRK014,Sold
SALE0524,CUST0524,PROJ003,003-D-142,2016-02-01,7043711,BRK009,Sold
SALE0525,CUST0525,PROJ003,003-A-127,2016-02-03,8921879,BRK007,Sold
SALE0526,CUST0526,PROJ003,003-A-118,2016-02-10,6501614,BRK006,Sold
SALE0527,CUST0527,PROJ005,005-D-119,2016-02-10,9203760,BRK002,Sold
SALE0528,CUST0528,PROJ005,005-B-132,2016-02-16,10580346,BRK006,Sold
SALE0529,CUST0529,PROJ003,003-C-148,2016-02-21,9110856,BRK005,Sold
SALE0530,CUST0530,PROJ003,003-C-145,2016-02-22,7807786,BRK002,Sold
SALE0531,CUST0531,PROJ005,005-D-101,2016-02-22,10320074,BRK009,Sold
SALE0532,CUST0532,PROJ003,003-B-102,2016-02-23,9643729,BRK012,Sold
SALE0533,CUST0533,PROJ003,003-A-122,2016-02-23,6442626,BRK001,Sold
SALE0534,CUST0534,PROJ004,004-C-109,2016-02-23,18297019,BRK003,Sold
SALE0535,CUST0535,PROJ005,005-C-139,2016-02-24,12633273,BRK004,Sold
SALE0536,CUST0536,PROJ005,005-C-132,2016-02-27,10693485,BRK006,Sold
SALE0537,CUST0537,PROJ004,004-A-133,2016-03-05,22923749,BRK001,Sold
SALE0538,CUST0538,PROJ004,004-A-116,2016-03-08,17735643,BRK001,Sold
SALE0539,CUST0539,PROJ005,005-A-114,2016-03-19,8614298,BRK008,Sold
SALE0540,CUST0540,PROJ005,005-D-114,2016-03-21,13246991,BRK015,Sold
SALE0541,CUST0541,PROJ004,004-B-122,2016-03-23,22925894,BRK015,Sold
SALE0542,CUST0542,PROJ004,004-D-104,2016-04-01,22136884,BRK004,Sold
SALE0543,CUST0543,PROJ004,004-D-103,2016-04-08,16371694,BRK001,Sold
SALE0544,CUST0544,PROJ005,005-B-139,2016-04-17,14076046,BRK009,Sold
SALE0545,CUST0545,PROJ004,004-D-123,2016-04-23,20419975,BRK012,Sold
SALE0546,CUST0546,PROJ004,004-C-115,2016-05-05,23107440,BRK012,Sold
SALE0547,CUST0547,PROJ004,004-B-114,2016-05-08,22648100,BRK009,Sold
SALE0548,CUST0548,PROJ004,004-A-108,2016-05-09,17897486,BRK014,Sold
SALE0549,CUST0549,PROJ004,004-A-122,2016-05-13,21830605,BRK008,Sold
SALE0550,CUST0550,PROJ004,004-B-134,2016-05-15,16626709,BRK014,Sold
SALE0551,CUST0551,PROJ004,004-A-101,2016-05-15,16723407,BRK001,Sold
SALE0552,CUST0552,PROJ005,005-B-116,2016-05-27,10372242,BRK014,Sold
SALE0553,CUST0553,PROJ005,005-D-108,2016-05-28,10086289,BRK006,Sold
SALE0554,CUST0554,PROJ005,005-D-110,2016-05-28,12919286,BRK002,Sold
SALE0555,CUST0555,PROJ005,005-A-122,2016-06-10,10654764,BRK001,Sold
SALE0556,CUST0556,PROJ004,004-B-119,2016-06-11,23879796,BRK012,Sold
SALE0557,CUST0557,PROJ004,004-B-145,2016-06-16,16069475,BRK015,Sold
SALE0558,CUST0558,PROJ005,005-B-125,2016-06-18,11302249,BRK008,Sold
SALE0559,CUST0559,PROJ004,004-D-101,2016-06-19,21803234,BRK001,Sold
SALE0560,CUST0560,PROJ004,004-A-141,2016-06-24,12459820,BRK008,Sold
SALE0561,CUST0561,PROJ005,005-A-129,2016-07-02,12206600,BRK015,Sold
SALE0562,CUST0562,PROJ004,004-B-117,2016-07-07,14126801,BRK009,Sold
SALE0563,CUST0563,PROJ004,004-A-138,2016-07-10,22873658,BRK006,Sold
SALE0564,CUST0564,PROJ004,004-B-142,2016-07-11,23520951,BRK010,Sold
SALE0565,CUST0565,PROJ005,005-B-134,2016-07-15,12172090,BRK004,Sold
SALE0566,CUST0566,PROJ005,005-B-123,2016-07-22,8142506,BRK012,Sold
SALE0567,CUST0567,PROJ005,005-D-115,2016-07-22,10788479,BRK002,Sold
SALE0568,CUST0568,PROJ005,005-D-121,2016-07-31,12974218,BRK002,Sold
SALE0569,CUST0569,PROJ004,004-B-108,2016-08-08,22896025,BRK010,Sold
SALE0570,CUST0570,PROJ004,004-D-121,2016-08-12,24109063,BRK015,Sold
SALE0571,CUST0571,PROJ004,004-B-110,2016-08-17,22673757,BRK006,Sold
SALE0572,CUST0572,PROJ005,005-A-102,2016-08-24,11239012,BRK001,Sold
SALE0573,CUST0573,PROJ005,005-B-126,2016-08-28,11672512,BRK008,Sold
SALE0574,CUST0574,PROJ005,005-B-127,2016-09-03,10505887,BRK015,Sold
SALE0575,CUST0575,PROJ004,004-A-104,2016-09-04,16049807,BRK009,Sold
SALE0576,CUST0576,PROJ005,005-C-114,2016-09-14,10557094,BRK006,Sold
SALE0577,CUST0577,PROJ005,005-B-140,2016-09-17,9008378,BRK009,Sold
SALE0578,CUST0578,PROJ004,004-C-143,2016-10-08,20871969,BRK014,Sold
SALE0579,CUST0579,PROJ005,005-D-104,2016-10-09,11775776,BRK002,Sold
SALE0580,CUST0580,PROJ005,005-C-131,2016-10-11,9625467,BRK003,Sold
SALE0581,CUST0581,PROJ004,004-D-124,2016-10-13,23880569,BRK015,Sold
SALE0582,CUST0582,PROJ004,004-C-141,2016-10-14,21469314,BRK001,Sold
SALE0583,CUST0583,PROJ004,004-D-129,2016-10-15,20980434,BRK013,Sold
SALE0584,CUST0584,PROJ004,004-C-121,2016-10-15,15785655,BRK002,Sold
SALE0585,CUST0585,PROJ005,005-B-104,2016-10-25,9303957,BRK006,Sold
SALE0586,CUST0586,PROJ004,004-C-134,2016-10-28,24511711,BRK001,Sold
SALE0587,CUST0587,PROJ004,004-D-134,2016-10-28,21723010,BRK005,Sold
SALE0588,CUST0588,PROJ005,005-C-108,2016-10-29,12137763,BRK003,Sold
SALE0589,CUST0589,PROJ005,005-A-104,2016-11-01,9958180,BRK002,Sold
SALE0590,CUST0590,PROJ005,005-D-138,2016-11-02,13846985,BRK004,Sold
SALE0591,CUST0591,PROJ005,005-C-135,2016-11-03,13929716,BRK011,Sold
SALE0592,CUST0592,PROJ004,004-D-136,2016-11-14,18014076,BRK005,Sold
SALE0593,CUST0593,PROJ004,004-B-144,2016-11-15,17789281,BRK013,Sold
SALE0594,CUST0594,PROJ005,005-B-108,2016-11-18,8947331,BRK015,Sold
SALE0595,CUST0595,PROJ004,004-B-124,2016-11-19,19280741,BRK007,Sold
SALE0596,CUST0596,PROJ005,005-D-133,2016-11-24,13696763,BRK015,Sold
SALE0597,CUST0597,PROJ004,004-B-111,2016-11-26,21617809,BRK003,Sold
SALE0598,CUST0598,PROJ005,005-A-130,2016-12-06,10832286,BRK005,Sold
SALE0599,CUST0599,PROJ005,005-D-127,2016-12-08,13923618,BRK015,Sold
SALE0600,CUST0600,PROJ005,005-A-136,2016-12-13,8988877,BRK015,Sold
SALE0601,CUST0601,PROJ004,004-C-123,2016-12-16,21870407,BRK003,Sold
SALE0602,CUST0602,PROJ005,005-B-113,2016-12-20,13313557,BRK015,Sold
SALE0603,CUST0603,PROJ005,005-C-106,2017-01-02,8410907,BRK009,Sold
SALE0604,CUST0604,PROJ005,005-A-108,2017-01-05,11156980,BRK013,Sold
SALE0605,CUST0605,PROJ004,004-C-135,2017-01-12,20480420,BRK002,Sold
SALE0606,CUST0606,PROJ004,004-C-124,2017-02-09,24296484,BRK015,Sold
SALE0607,CUST0607,PROJ004,004-B-105,2017-02-09,19018778,BRK015,Sold
SALE0608,CUST0608,PROJ004,004-B-131,2017-02-25,23989358,BRK002,Sold
SALE0609,CUST0609,PROJ005,005-D-123,2017-02-26,8507956,BRK006,Sold
SALE0610,CUST0610,PROJ004,004-B-126,2017-03-03,22620602,BRK015,Sold
SALE0611,CUST0611,PROJ005,005-B-121,2017-03-13,9566838,BRK003,Sold
SALE0612,CUST0612,PROJ004,004-A-132,2017-03-19,14038979,BRK007,Sold
SALE0613,CUST0613,PROJ004,004-B-136,2017-03-24,23819594,BRK011,Sold
SALE0614,CUST0614,PROJ004,004-B-123,2017-03-25,12703659,BRK002,Sold
SALE0615,CUST0615,PROJ005,005-B-115,2017-03-26,14955815,BRK010,Sold
SALE0616,CUST0616,PROJ004,004-C-111,2017-03-27,24970723,BRK014,Sold
SALE0617,CUST0617,PROJ004,004-D-105,2017-03-28,13695003,BRK015,Sold
SALE0618,CUST0618,PROJ005,005-C-112,2017-04-06,13812218,BRK012,Sold
SALE0619,CUST0619,PROJ004,004-D-140,2017-04-08,24136752,BRK015,Sold
SALE0620,CUST0620,PROJ005,005-D-107,2017-04-10,14487624,BRK006,Sold
SALE0621,CUST0621,PROJ005,005-D-139,2017-04-11,9801655,BRK006,Sold
SALE0622,CUST0622,PROJ004,004-A-118,2017-04-12,18589550,BRK008,Sold
SALE0623,CUST0623,PROJ005,005-A-137,2017-04-13,9712204,BRK004,Sold
SALE0624,CUST0624,PROJ005,005-D-132,2017-04-15,11700303,BRK004,Sold
SALE0625,CUST0625,PROJ004,004-B-140,2017-04-22,23703082,BRK013,Sold
SALE0626,CUST0626,PROJ005,005-B-111,2017-04-22,10496801,BRK013,Sold
SALE0627,CUST0627,PROJ005,005-D-113,2017-04-27,10968299,BRK013,Sold
SALE0628,CUST0628,PROJ004,004-C-120,2017-04-28,13020435,BRK005,Sold
SALE0629,CUST0629,PROJ004,004-C-126,2017-04-30,18381213,BRK015,Sold
SALE0630,CUST0630,PROJ005,005-D-120,2017-05-01,12528039,BRK009,Sold
SALE0631,CUST0631,PROJ004,004-D-113,2017-05-02,18796298,BRK014,Sold
SALE0632,CUST0632,PROJ004,004-C-102,2017-05-04,24295431,BRK002,Sold
SALE0633,CUST0633,PROJ004,004-C-105,2017-05-06,21658749,BRK010,Sold
